brand_id,car_id,car_component,component_id,component_part_id,timestamp,sensor_1,sensor_2,sensor_3,sensor_4,non_defect_likelihood
7623909,215143,motor,5257,bp33,2022-07-05 13:46:01.111488,0.4429488,159681.6,490.5971,198225.28,0.9998752
7623909,215143,motor,5257,sp22,2022-07-05 13:46:01.111488,0.3761058,130999.96,510.70005000000003,162745.44,0.9998258
7623909,215143,motor,5257,bp31,2022-07-05 13:46:01.111488,0.37814580000000003,157060.80000000002,423.1053,197794.08,0.9998809
7623909,215143,motor,5257,bp34,2022-07-05 13:46:01.111488,0.2687526,123381.43999999999,416.5902,141926.4,0.9998248
7623909,215143,motor,5257,sp21,2022-07-05 13:46:01.111488,0.45526620000000007,156138.32,459.65085,218593.76,0.99988854
7623909,215143,motor,5257,bp32,2022-07-05 13:46:01.111488,0.37813680000000005,131071.2,480.78645,173843.12,0.99983656
7623909,215143,motor,5257,bp42,2022-07-05 13:46:01.111488,0.193872,175951.88,371.43005,115025.68,0.9998579
7623909,215143,motor,5257,sp12,2022-07-05 13:46:01.111488,0.1906188,76672.96,472.95085000000006,89108.8,0.9998357
7623909,215143,motor,5257,bp41,2022-07-05 13:46:01.111488,0.202191,160947.28,433.17435,103158.0,0.99988925
7623909,215143,motor,5257,bp44,2022-07-05 13:46:01.111488,0.3055746,180738.47999999998,418.84075,160983.68,0.9998499
7623909,215143,motor,5257,sp11,2022-07-05 13:46:01.111488,0.3657048,163432.36,435.1247,186066.31999999998,0.9998716
7623909,215143,motor,5257,bp43,2022-07-05 13:46:01.111488,0.2673924,183825.19999999998,386.69655000000006,152349.12,0.999874
7623909,215143,motor,5257,bp13,2022-07-05 13:46:01.111488,0.0943668,75717.72,345.306,60437.256,0.99992657
7623909,215143,motor,5257,bp14,2022-07-05 13:46:01.111488,0.0858204,53769.56,328.91659999999996,57693.240000000005,0.99993134
7623909,215143,motor,5257,bp11,2022-07-05 13:46:01.111488,0.12335639999999999,84285.23999999999,326.8171,83565.152,0.99989235
7623909,215143,motor,5257,bp12,2022-07-05 13:46:01.111488,0.1276044,71599.84,343.216,81953.872,0.9999025
7623909,215143,motor,5257,bp42,2022-07-05 13:47:40.454208,0.22890120000000003,193875.24,378.9379,126827.36,0.9998913
7623909,215143,motor,5257,bp41,2022-07-05 13:47:40.454208,0.230796,178809.80000000002,432.0334,112508.0,0.99988425
7623909,215143,motor,5257,bp44,2022-07-05 13:47:40.454208,0.3180654,184721.16,413.25285,162464.72,0.9998543
7623909,215143,motor,5257,bp32,2022-07-05 13:47:40.454208,0.39084959999999996,136037.19999999998,454.8163,181296.72,0.9998499
7623909,215143,motor,5257,bp31,2022-07-05 13:47:40.454208,0.3834828,150589.92,414.1449,194642.8,0.9998784
7623909,215143,motor,5257,bp34,2022-07-05 13:47:40.454208,0.288621,141573.64,404.5746,150036.48,0.99986947
7623909,215143,motor,5257,bp33,2022-07-05 13:47:40.454208,0.4537686,177315.32,454.23585,210171.28,0.9998988
7623909,215143,motor,5257,sp21,2022-07-05 13:47:40.454208,0.482811,162938.36,464.97749999999996,219047.84,0.9998944
7623909,215143,motor,5257,bp43,2022-07-05 13:47:40.454208,0.32382120000000003,214901.44,368.3644,184727.84,0.9998907
7623909,215143,motor,5257,sp22,2022-07-05 13:47:40.454208,0.39405539999999994,123785.47999999998,518.7750500000001,160232.16,0.9998147
7623909,215143,motor,5257,sp12,2022-07-05 13:47:40.454208,0.2192766,70684.64,484.55415000000005,95524.88,0.99979395
7623909,215143,motor,5257,sp11,2022-07-05 13:47:40.454208,0.39668159999999997,155007.32,440.1236,189192.08,0.99987113
7623909,215143,motor,5257,bp41,2022-07-06 09:20:21.085900,0.5251812,145742.47999999998,402.15590000000003,125333.12,0.9998598
7623909,215143,motor,5257,bp42,2022-07-06 09:20:21.085900,0.480243,138947.12,366.3428,125658.72,0.99986684
7623909,215143,motor,5257,bp24,2022-07-06 09:20:21.085900,0.24957239999999997,56685.2,314.04435,76048.544,0.9999262
7623909,215143,motor,5257,bp23,2022-07-06 09:20:21.085900,0.240315,55164.2,295.5108,77861.51999999999,0.999915
7623909,215143,motor,5257,bp11,2022-07-06 09:20:21.085900,0.21989580000000003,59014.280000000006,311.41665,67814.208,0.99991536
7623909,215143,motor,5257,bp14,2022-07-06 09:20:21.085900,0.24998160000000003,79170.52,307.5302,78109.68000000001,0.99990356
7623909,215143,motor,5257,bp13,2022-07-06 09:20:21.085900,0.22720020000000002,79219.40000000001,319.38525000000004,68331.648,0.99991226
7623909,215143,motor,5257,bp22,2022-07-06 09:20:21.085900,0.3155094,93172.56,298.84055,100889.36,0.9998764
7623909,215143,motor,5257,bp12,2022-07-06 09:20:21.085900,0.22865459999999999,61059.44,320.04645,68403.72,0.99991596
7623909,215143,motor,5257,bp31,2022-07-06 09:20:21.085900,0.6048,122743.92,387.2789,149345.68,0.99983335
