brand_id,car_id,car_component,component_id,component_part_id,timestamp,sensor_1,sensor_2,sensor_3,sensor_4,non_defect_likelihood
7623909,215143,motor,4444,bp43,2023-10-25 10:11:46.803161,0.3692868,125019.96,412.63535,138266.48,0.99983597
7623909,215143,motor,4444,bp34,2023-10-25 10:11:46.803161,0.3745464,130811.72,405.25289999999995,142744.8,0.99984133
7623909,215143,motor,4444,bp33,2023-10-25 10:11:46.803161,0.5003526,157660.36,421.4428,183751.03999999998,0.9998789
7623909,215143,motor,4444,sp12,2023-10-25 10:11:46.803161,0.1524684,60985.08,403.10970000000003,58566.112,0.9999119
7623909,215143,motor,4444,sp11,2023-10-25 10:11:46.803161,0.2705514,94044.08,377.1006,111655.28,0.9998723
7623909,215143,motor,4444,bp21,2023-10-25 10:11:46.803161,0.394875,76691.16,587.8182,104214.88,0.99982375
7623909,215143,motor,4444,bp22,2023-10-25 10:11:46.803161,0.1555956,68070.08,319.14965,75452.60800000001,0.9999118
7623909,215143,motor,4444,bp23,2023-10-25 10:11:46.803161,0.01891224,19445.66,115.03835000000001,25441.856000000003,3.7929906e-11
7623909,215143,motor,4444,bp24,2023-10-25 10:11:46.803161,0.1637076,44170.619999999995,336.7522,75141.792,0.99992883
7623909,215143,motor,4444,bp42,2023-10-25 10:11:46.803161,0.342915,99841.04,625.9873,84920.44,0.99983513
7623909,215143,motor,4444,bp41,2023-10-25 10:11:46.803161,0.4105596,162717.88,463.30455000000006,137674.24,0.9998419
7623909,215143,motor,4444,bp44,2023-10-25 10:11:46.803161,0.25195259999999997,57883.8,631.75095,61705.600000000006,0.99967456
7623909,215143,motor,4444,bp32,2023-10-25 10:11:46.803161,0.3882078,114278.84,414.21805,145311.76,0.9998305
7623909,215143,motor,4444,sp22,2023-10-25 10:11:46.803161,0.2928552,68641.56,457.9266,98798.48000000001,0.99983346
7623909,215143,motor,4444,sp21,2023-10-25 10:11:46.803161,0.46073759999999997,126153.04,425.33874999999995,167816.88,0.9998586
7623909,215143,motor,4444,bp11,2023-10-25 10:11:46.803161,0.142431,45260.436,361.0627,61189.656,0.99994266
7623909,215143,motor,4444,bp14,2023-10-25 10:11:46.803161,0.2580486,100305.92,332.1542,120225.6,0.9998776
7623909,215143,motor,4444,bp13,2023-10-25 10:11:46.803161,0.28734479999999996,112037.12,377.95085,117678.88,0.99985325
7623909,215143,motor,4444,bp12,2023-10-25 10:11:46.803161,0.18603599999999998,58198.4,359.22635,80122.856,0.99991727
7623909,215143,motor,4444,bp43,2023-10-25 10:12:53.588070,0.3837408,133439.80000000002,386.1142,154750.63999999998,0.9998586
7623909,215143,motor,4444,bp44,2023-10-25 10:12:53.588070,0.4226796,145789.28,403.26645,163397.52,0.9998779
7623909,215143,motor,4444,bp41,2023-10-25 10:12:53.588070,0.38227140000000004,145046.19999999998,411.88104999999996,143898.48,0.9998628
7623909,215143,motor,4444,bp42,2023-10-25 10:12:53.588070,0.3317316,140730.19999999998,378.67,135975.84,0.99986506
7623909,215143,motor,4444,sp11,2023-10-25 10:12:53.588070,0.2909616,102656.84,353.96905,127930.0,0.9998559
7623909,215143,motor,4444,sp12,2023-10-25 10:12:53.588070,0.1586166,58060.6,396.4312,62354.248,0.99992216
7623909,215143,motor,4444,bp34,2023-10-25 10:12:53.588070,0.3455472,119841.28,353.86075,151799.12,0.9998258
7623909,215143,motor,4444,bp33,2023-10-25 10:12:53.588070,0.4808766,149049.16,389.88665000000003,191129.84,0.9998827
7623909,215143,motor,4444,sp21,2023-10-25 10:12:53.588070,0.43949699999999997,129735.31999999999,423.4036,161274.08000000002,0.99984777
7623909,215143,motor,4444,bp31,2023-10-25 10:12:53.588070,0.360849,128766.04,332.9484,168447.84,0.999811
7623909,215143,motor,4444,bp32,2023-10-25 10:12:53.588070,0.382338,123657.04,367.9597,161619.91999999998,0.999833
7623909,215143,motor,4444,sp22,2023-10-25 10:25:27.791040,0.1096482,67446.59999999999,431.77784999999994,56714.152,0.9999002
7623909,215143,motor,4444,sp21,2023-10-25 10:25:27.791040,0.16843740000000001,65990.08,420.23155,89272.48000000001,0.9998721
7623909,215143,motor,4444,sp21,2023-10-25 10:31:45.249459,0.19707360000000002,74055.28,420.8956,101818.64,0.99984026
7623909,215143,motor,4444,sp22,2023-10-25 10:31:45.249459,0.1335054,57341.44,430.78319999999997,67371.92,0.9999045
7623909,215143,motor,4444,sp21,2023-10-25 11:37:26.192960,0.377772,231462.92,428.48134999999996,307670.88,0.9999839
7623909,215143,motor,4444,sp22,2023-10-25 11:37:26.192960,0.2402898,118267.76000000001,451.38775000000004,186384.88,0.9998036
7623909,215143,motor,4444,bp44,2023-10-25 11:37:26.192960,0.12626579999999998,146525.08,403.8317,109256.4,0.9998548
7623909,215143,motor,4444,bp41,2023-10-25 11:37:26.192960,0.20299259999999997,255084.95999999996,401.16885,176983.84,0.99993277
7623909,215143,motor,4444,sp22,2023-10-25 11:39:01.255244,0.2528652,125375.12,452.98375,190160.08,0.9997924
7623909,215143,motor,4444,bp42,2023-10-25 11:39:01.255244,0.1713228,206698.44,362.5751,160380.0,0.9998944
7623909,215143,motor,4444,bp41,2023-10-25 11:39:01.255244,0.2117538,263113.24,402.14925,178766.72,0.9999366
7623909,215143,motor,4444,bp43,2023-10-25 11:39:01.255244,0.154152,133608.28,373.57895,140287.84,0.9998405
7623909,215143,motor,4444,bp44,2023-10-25 11:39:01.255244,0.1367682,154071.32,404.0825,114898.96,0.9998568
7623909,215143,motor,4444,sp21,2023-10-25 11:39:01.255244,0.3931812,238662.84,432.2652,309708.07999999996,0.9999863
7623909,215143,motor,4444,sp22,2023-10-25 11:42:09.574169,0.1511544,127520.64000000001,450.71799999999996,157512.96000000002,0.99983287
7623909,215143,motor,4444,bp32,2023-10-25 12:10:33.223334,0.676404,147129.32,445.53955,174276.08000000002,0.9998729
7623909,215143,motor,4444,bp31,2023-10-25 12:10:33.223334,0.669402,138108.88,406.27604999999994,189275.68000000002,0.99986625
